0	930	40	40
0	1603	121	117
1	580	1579	340
0	384	21	78
0	645	279	171
0	743	70	110
0	1256	44	429
0	1166	89	45
0	1752	177	1418
1	523	192	1329
0	877	13	739
0	593	13	5
0	480	13	132
3	57	127	3127
2	4	161	2893
0	1397	13	204
0	1309	70	442
0	1047	13	221
2	518	309	690
3	1296	709	1854
2	144	285	115
2	15	1280	38
0	1631	512	289
2	1110	494	989
2	66	494	310
0	1041	512	29
0	1817	44	31
2	243	1273	323
2	2759	1207	1766
2	62	402	323
2	224	508	38
0	1168	1126	446
2	498	1896	695
0	781	44	1023
0	1593	31	1023
2	97	494	323
0	564	152	169
0	1634	44	429
0	2221	166	67
0	1131	243	1424
0	597	31	611
0	2008	70	78
0	1060	44	529
0	103	86	87
0	357	1	1135
7	1403	316	759
6	941	1088	238
0	1842	456	638
0	907	35	292
0	1140	185	178
0	1840	13	31
0	878	279	22
1	591	556	734
2	244	63	1695
0	1805	4	272
1	23	1402	418
0	88	70	22
0	1935	5	104
0	1394	4	171
2	86	541	1815
0	355	4	35
2	50	37	1391
2	4	63	264
1	478	1448	25
2	8	161	478
6	236	2212	1198
2	66	661	134
0	151	174	185
0	232	15	46
0	30	4	89
2	207	294	1513
0	1040	50	138
0	1001	512	1860
2	671	431	1302
0	269	13	417
0	605	27	27
5	1898	255	1351
0	1649	13	45
2	376	201	2974
2	72	526	1196
2	1	37	1499
3	57	267	910
1	607	428	1742
0	441	536	95
5	23	1383	1682
0	1080	1	1102
0	926	174	224
0	1381	44	385
0	826	289	86
1	680	212	567
2	13	114	323
1	1661	199	25
2	243	1248	1078
2	5	431	1740
0	88	44	408
2	387	577	1331
0	2075	4	154
0	655	50	493
0	1842	50	446
0	232	44	51
0	1053	27	209
0	1964	166	72
6	236	30	1287
0	1830	4	78
2	66	63	64
2	518	258	2326
2	4	108	323
0	1519	44	243
0	2025	27	729
2	15	285	2878
6	236	1176	238
8	1698	872	977
0	1013	289	707
0	773	13	141
0	539	35	195
0	2161	166	442
2	277	1361	403
0	1693	279	110
6	236	1050	602
2	414	686	282
0	639	44	14
2	15	16	323
0	1088	166	658
0	1250	50	371
0	954	86	1066
0	1139	13	243
1	648	627	127
0	1491	304	1066
2	171	1113	323
0	728	166	2
0	98	13	385
2	442	2205	444
0	1497	4	180
0	184	387	76
2	2	133	1845
0	260	207	1077
0	1565	4	67
0	1222	4	468
1	717	918	127
0	2175	44	221
0	458	13	152
2	2725	249	1785
0	1250	44	429
0	472	1	106
1	265	486	340
2	141	249	2769
0	1001	4	442
0	1162	44	378
2	1135	341	1302
0	624	50	251
2	633	285	370
2	277	431	327
0	2375	166	78
5	327	592	537
0	1083	70	2
4	523	822	332
2	594	483	1767
0	862	44	97
0	736	44	42
8	1624	2399	788
0	1130	44	185
1	496	230	823
2	1733	402	989
2	535	508	94
0	544	1	1180
1	274	2642	267
0	41	536	171
0	703	44	1180
0	1501	13	876
0	219	166	72
0	748	207	154
2	31	253	908
2	50	1187	323
0	1732	66	713
1	1328	199	332
2	86	300	1078
6	941	3345	602
2	177	443	1766
0	804	456	204
0	1047	243	97
0	643	15	2
0	20	512	1794
2	141	285	761
1	322	556	58
0	1254	4	868
4	181	1518	1551
0	530	13	123
0	1787	1	195
1	2865	1579	267
6	236	990	238
0	630	13	401
0	1484	15	667
2	713	501	1199
0	2128	4	262
0	301	70	35
0	810	279	442
0	610	4	163
0	691	279	2
0	654	51	67
0	482	279	2
0	453	15	658
0	1700	121	102
1	478	1448	792
2	251	37	2465
0	39	197	729
0	1322	152	208
6	941	1230	1198
0	564	207	529
0	343	4	1102
0	810	121	44
0	1131	13	22
5	181	808	2691
0	482	86	1424
0	1158	13	429
2	110	161	1442
2	380	1188	1492
0	801	152	876
0	826	289	123
0	704	4	32
4	478	627	1415
2	359	494	48
0	961	4	584
0	77	44	14
2	257	205	364
0	1939	456	167
0	1151	13	200
0	1101	152	169
0	85	13	277
0	73	5	224
0	43	44	44
0	1726	5	442
0	1395	13	1862
2	86	1219	3005
1	1146	664	320
2	66	430	373
0	1781	13	876
0	1406	137	1375
2	658	294	478
0	268	44	42
2	387	1686	134
4	1664	822	127
0	925	15	1077
0	1969	1	417
0	801	207	821
0	1858	74	529
0	2441	166	110
0	841	4	584
0	1681	86	262
0	2355	70	78
0	683	15	76
1	1674	918	267
2	154	1034	2606
0	1456	152	868
1	762	664	433
0	357	44	144
0	2010	243	262
4	549	450	25
0	1606	21	442
0	1791	4	67
0	935	13	42
0	887	1	644
2	5	201	765
2	112	599	1552
2	277	225	1815
0	49	31	499
0	6	32	529
7	1895	1149	156
1	1674	918	792
2	5	93	94
0	970	376	42
0	940	279	35
2	1311	599	323
6	941	798	1198
2	713	686	985
2	62	494	690
0	1174	379	91
0	88	13	84
2	200	161	1004
0	723	13	74
2	1157	431	250
0	143	121	89
0	425	44	280
0	1018	137	421
0	970	512	488
0	1147	4	277
0	1160	44	498
0	1516	4	56
0	875	44	106
0	82	13	74
1	274	556	1892
2	1003	247	2280
0	1449	44	598
0	116	207	1066
0	1379	21	78
0	1462	44	208
0	955	44	54
0	877	4	463
0	1918	50	138
2	200	1739	373
0	1057	31	14
0	348	4	104
0	395	44	104
2	166	686	259
2	44	885	1597
0	815	304	27
0	1561	44	44
0	220	44	15
0	473	15	169
0	970	493	726
2	138	443	662
1	327	230	590
2	5	1021	1540
0	1016	512	1360
1	1403	10	340
0	1768	177	1418
0	278	44	56
0	291	21	78
0	143	121	277
0	619	387	334
2	46	161	1283
0	473	243	178
0	260	13	739
0	539	44	97
0	2022	387	195
0	398	13	74
2	243	1635	38
2	112	285	444
0	645	387	91
0	148	137	503
1	274	10	127
0	1008	207	123
0	303	166	167
4	547	1448	127
2	112	1046	2577
0	1966	13	185
0	597	376	95
0	325	44	14
2	1557	1046	1998
0	1848	70	45
0	136	50	137
2	1375	253	985
0	1431	70	123
0	1169	171	938
0	801	174	185
2	112	1411	233
0	1131	304	197
2	3063	321	1085
0	220	21	280
0	343	371	1023
4	327	450	1415
0	703	121	224
2	207	63	322
0	804	44	417
0	1310	15	208
0	610	1	132
2	13	285	1690
2	166	800	650
0	1370	137	638
0	299	13	429
1	555	189	267
0	33	152	1110
0	1493	40	747
0	1201	69	412
0	575	13	104
0	887	379	195
0	1111	44	644
0	2160	279	72
2	4	1441	248
2	5	108	1078
0	522	166	707
1	607	718	25
0	2168	512	107
2	22	494	1079
0	461	536	95
2	244	599	342
0	1519	13	84
0	1678	221	171
0	620	44	54
2	74	1204	264
6	236	1495	1287
2	149	686	250
0	426	44	5
2	70	599	765
0	716	4	747
0	572	207	454
0	409	44	74
10	2611	1434	1814
2	518	351	1766
2	166	1656	1085
0	924	13	529
0	1620	834	27
2	1421	1280	373
2	1430	835	1129
1	265	312	590
1	181	10	823
4	9	947	709
2	66	494	259
1	191	2044	25
0	606	44	123
0	441	166	304
0	394	376	95
0	357	44	14
0	1059	371	1023
0	659	456	333
0	940	13	31
0	1231	4	22
1	318	664	320
0	1197	15	7
0	847	44	380
2	412	161	1490
2	160	201	322
2	380	253	600
4	327	918	883
0	220	44	22
2	747	1876	323
0	1807	4	277
0	223	13	742
2	112	526	1305
2	112	526	134
0	481	44	97
0	683	4	644
2	22	443	274
5	921	1383	1682
0	2047	279	110
0	990	13	408
2	112	745	264
0	1081	44	31
0	1573	13	1430
0	460	51	1066
2	177	526	323
4	191	959	792
0	1958	44	87
2	243	796	1305
0	1086	304	74
7	1184	316	255
0	778	13	221
0	145	44	499
2	474	1188	761
2	257	577	250
2	387	579	2334
0	703	13	34
0	1053	44	417
0	396	35	334
0	926	4	417
0	991	44	304
2	5	1219	1513
2	117	1739	119
0	1015	50	1276
1	879	502	25
0	329	13	42
0	448	512	421
2	1948	508	403
0	26	4	1066
0	929	200	521
0	1916	221	195
0	90	4	1
0	1043	44	243
0	925	207	1487
0	1530	89	123
0	419	44	97
0	98	13	277
2	889	649	558
1	478	934	231
0	1849	89	14
0	1906	244	72
0	1554	86	1066
0	1906	304	89
0	528	376	19
1	181	275	693
0	875	15	224
1	549	1579	267
0	440	13	5
2	204	341	2445
0	619	44	644
0	386	15	468
1	181	556	823
2	66	504	38
1	2012	627	267
0	702	13	123
0	1515	1200	289
0	1491	44	185
0	1250	21	110
0	135	279	442
0	643	152	14
2	86	361	1380
2	1055	326	1767
0	441	121	167
0	1705	86	29
4	478	1298	693
2	468	796	3402
0	1395	376	76
0	2013	137	1463
2	166	902	259
0	919	44	382
0	482	13	221
0	143	21	442
2	74	201	2986
0	866	243	244
2	171	840	2536
0	1310	31	417
0	1677	243	87
0	1523	44	112
0	1417	70	243
0	560	13	359
0	1406	86	195
1	2973	438	438
0	1489	44	385
2	141	201	2769
2	178	501	323
2	2	1034	1810
2	277	201	1815
0	142	44	594
0	98	121	687
0	2251	44	35
0	299	243	747
0	1104	70	22
0	1678	152	208
2	868	350	327
0	593	44	314
0	1357	166	110
0	386	44	31
1	496	1579	709
2	775	840	2335
0	1582	66	493
0	1289	121	78
0	2094	512	1472
0	1319	44	280
0	534	304	284
8	2602	1454	788
2	14	253	119
0	619	1	474
0	716	207	32
2	2307	1581	38
2	442	967	342
0	1145	171	334
0	291	221	95
0	820	4	153
0	802	44	243
2	244	1876	119
0	909	50	113
0	773	4	29
0	33	174	175
6	941	184	238
0	766	15	169
2	149	508	1148
0	306	86	2
8	976	2844	977
0	576	31	171
0	615	246	499
6	236	1951	943
2	221	201	1241
0	26	4	185
0	28	834	1144
0	642	44	775
0	605	13	598
2	51	505	1482
0	1054	44	132
0	453	44	187
0	593	70	45
0	878	4	197
2	31	443	342
2	35	201	812
2	50	553	554
1	2014	627	25
0	1547	13	44
0	398	289	289
2	112	494	1208
0	805	13	359
0	28	166	35
2	112	1207	373
6	941	1158	943
0	1101	4	218
0	1622	246	1058
2	84	661	259
0	1523	70	2
0	937	387	171
0	1553	44	123
2	1	1204	478
0	268	4	110
0	871	5	42
2	51	686	607
0	731	32	32
5	1183	255	393
0	801	243	1055
2	277	300	1535
0	1427	121	159
2	1	350	466
0	1530	834	277
2	503	800	259
0	398	166	72
0	1182	166	707
0	990	13	197
0	425	44	154
0	75	200	304
0	1397	70	280
0	1671	50	1276
2	442	350	1560
1	917	212	340
2	2546	294	38
4	449	718	25
0	601	5	91
2	4	341	2032
0	425	289	86
0	1523	21	442
2	112	494	496
0	1131	4	29
0	448	387	2
0	776	15	454
2	31	505	650
2	36	201	554
0	194	333	177
0	1221	379	95
0	681	44	78
2	633	508	38
2	876	1034	812
0	1162	13	429
0	1332	44	185
0	1843	137	726
0	1033	21	72
0	2010	86	80
0	870	171	1627
0	950	44	163
1	496	189	1415
0	1001	13	200
0	1082	512	707
2	244	443	1499
3	57	58	2860
0	1714	50	764
0	942	4	732
0	1765	50	371
0	1700	13	15
0	328	243	244
0	1104	512	856
0	702	44	387
1	2148	24	25
0	2010	387	334
0	374	243	215
0	1130	44	277
0	307	221	334
0	851	44	14
0	1150	44	354
2	4	225	509
0	725	512	707
2	474	501	1257
0	944	21	280
2	221	501	1540
2	2545	63	496
2	834	526	1390
0	990	13	243
0	801	152	1487
1	274	1555	276
0	615	279	474
6	941	2016	1198
0	1174	149	195
0	1395	244	97
2	104	249	571
0	18	1779	67
0	426	44	171
0	1519	289	80
1	191	1298	741
0	804	166	67
2	21	249	817
7	9	988	182
1	1690	822	127
2	13	63	274
2	50	577	259
0	1153	4	197
0	993	512	1267
0	1637	44	314
0	1520	5	304
0	659	289	113
0	1711	70	22
0	818	44	429
2	1126	249	310
0	358	44	132
0	552	121	185
0	395	21	110
0	940	44	185
0	2139	4	197
2	251	494	1165
0	140	44	104
1	549	1298	127
0	1266	70	417
2	152	47	2856
2	529	1385	1461
0	328	4	617
2	5	108	3333
0	33	279	78
2	171	1219	323
2	221	1021	812
0	1266	44	35
0	452	121	197
5	807	808	1384
2	51	1385	2616
0	830	4	42
2	86	372	812
0	1419	166	2
0	1155	166	35
0	1849	152	715
2	244	361	403
2	51	253	771
0	996	44	429
2	200	341	985
7	1743	988	759
2	177	161	1513
2	13	730	921
6	336	927	2282
1	1756	1579	433
0	2309	121	488
2	387	686	1390
0	348	15	442
0	71	50	951
0	892	15	1487
0	1150	4	78
2	474	1361	323
0	1261	86	178
2	503	800	1695
2	308	557	2267
0	1147	44	594
0	1621	4	243
0	1705	112	76
0	646	15	277
0	473	44	123
2	4	494	2444
0	979	44	154
0	1904	4	280
7	711	316	255
2	207	1720	478
0	1614	86	80
0	722	4	244
0	1407	13	385
2	112	579	322
0	1327	13	141
0	721	166	166
0	1488	21	67
2	304	369	134
2	113	508	327
2	66	341	2271
2	31	47	1004
5	496	2209	551
0	2083	512	1030
0	1293	13	742
3	2576	267	668
2	2281	495	3413
0	1832	13	34
0	445	149	1089
2	177	431	38
0	703	21	78
0	2196	4	1055
8	2844	2411	977
0	1094	512	1360
0	703	13	594
0	260	15	32
0	2824	834	521
0	1223	13	97
1	181	189	1722
0	1705	44	417
0	1655	15	366
0	646	4	177
2	51	431	322
0	619	44	35
0	2057	44	284
2	821	381	2067
0	389	13	1430
0	668	44	141
0	1026	21	78
2	209	1485	1205
0	1949	4	732
0	1254	44	208
0	148	166	150
0	923	166	67
0	1951	35	171
0	1440	44	87
0	425	563	371
0	1527	4	284
0	1122	137	150
2	74	201	1025
1	1965	192	754
6	236	143	1287
0	2443	512	752
0	903	44	76
1	1121	1579	11
2	169	1304	9
2	166	796	1800
0	75	536	171
0	2098	137	137
0	519	69	412
2	21	577	134
6	941	1840	1198
0	1134	4	187
0	2072	15	529
0	919	13	876
0	1153	44	280
0	1797	13	277
1	327	1650	640
0	870	121	159
0	1127	44	97
0	565	112	171
7	607	316	182
0	1054	86	14
2	218	201	662
0	307	44	314
0	453	4	42
0	245	44	280
2	21	1686	1208
2	4	341	771
2	257	1219	38
0	365	86	1424
0	1566	279	171
0	1260	44	197
0	666	13	387
0	1840	69	488
0	232	243	1424
0	2013	456	707
0	337	15	658
2	66	37	64
2	13	108	3026
0	1369	15	209
0	683	15	382
2	360	494	750
0	452	13	354
0	92	50	44
2	243	1377	2771
0	723	44	5
0	679	70	280
0	931	13	97
0	615	1	14
4	1148	959	741
0	1327	13	775
0	632	4	1066
0	534	304	209
1	265	212	971
0	1858	4	454
2	144	1656	38
2	5	1635	38
2	51	494	496
1	1552	1298	1020
2	4	108	1044
2	4	161	532
0	3	834	889
0	1228	13	598
2	91	114	1513
1	318	189	1563
2	244	840	2969
0	1829	166	110
5	1873	255	1825
0	1906	13	417
0	1176	44	308
0	927	27	1066
0	98	166	35
0	1394	4	1424
0	641	13	498
0	2196	152	715
2	1012	63	134
1	191	934	340
0	1960	1200	345
2	1463	37	1378
0	324	13	385
6	236	1127	1320
0	1037	207	463
0	728	44	208
0	1567	4	35
0	805	13	5
1	265	199	1757
0	386	4	243
1	229	199	127
1	1403	1579	1020
0	862	44	529
5	555	1271	1790
0	1045	44	417
0	301	44	401
5	496	1383	1384
0	1449	456	159
0	625	4	209
0	1519	13	44
2	4	1219	1540
0	1849	207	175
0	1615	512	421
0	453	243	414
1	181	556	25
0	1230	289	80
0	773	13	387
0	597	379	244
0	1519	166	457
0	1310	4	417
0	92	243	14
0	1261	5	1012
0	343	15	644
0	1805	4	110
0	1015	21	78
0	619	149	195
6	236	798	1320
0	85	86	14
1	9	502	340
0	1033	4	29
0	260	4	153
0	395	166	376
0	842	244	314
2	951	1064	274
0	1523	44	144
0	673	207	296
0	271	4	747
0	1724	279	2
2	739	696	1601
2	174	443	985
0	774	243	747
0	2101	166	1609
0	925	13	270
0	1858	15	224
1	367	556	127
2	70	902	373
2	243	431	1910
0	39	13	5
1	2012	797	1329
2	180	37	1078
0	1128	13	401
0	2815	512	488
0	2196	4	296
2	221	494	2037
0	313	1	104
0	673	44	56
2	442	290	636
0	610	279	280
2	166	800	310
0	861	166	2
0	544	13	29
1	523	1075	2038
1	607	476	971
1	1148	10	418
2	50	661	2794
0	1321	121	113
1	857	10	693
2	251	852	690
0	1262	86	224
0	1395	44	742
2	224	225	1568
0	1729	13	974
2	468	294	1022
2	121	381	2331
0	365	197	243
0	1374	66	493
0	894	86	87
2	474	253	327
0	384	177	1418
2	244	863	695
0	815	5	529
1	485	556	693
0	1547	13	1181
2	1576	1248	134
0	41	207	1077
0	820	13	243
0	1254	4	42
0	328	13	732
10	2364	2611	1814
0	593	207	463
7	364	988	1852
7	327	316	1349
0	179	15	729
0	365	44	742
0	337	15	40
0	1116	44	308
7	1183	988	2491
0	273	44	359
0	377	44	54
0	434	15	715
0	828	4	304
0	838	121	687
2	5	1137	38
0	2057	15	378
2	44	2515	1241
0	1039	44	207
0	1008	44	207
0	1871	86	29
0	111	279	86
0	52	1	417
0	1796	13	45
0	794	166	171
4	327	1027	340
2	412	294	1032
1	9	678	792
6	236	1321	1320
0	116	13	244
0	904	44	51
2	401	745	1380
0	2010	4	1023
2	84	686	1709
1	1552	1556	25
0	1285	15	474
0	569	4	215
0	1254	15	187
0	18	200	371
0	927	4	218
2	304	341	323
2	4	686	323
2	5	108	636
0	646	112	195
2	767	495	496
1	318	1555	1563
2	171	1280	322
2	31	967	2744
6	236	1281	1287
0	830	4	499
0	940	166	280
0	356	4	417
0	1832	44	207
0	325	13	284
0	79	13	371
0	641	13	314
0	1699	86	45
0	1255	44	401
0	782	166	171
0	1533	44	270
2	86	290	264
4	478	1035	231
2	54	2350	119
0	679	112	280
2	360	443	1499
0	1491	243	272
0	394	456	304
0	301	44	314
0	0	44	221
0	1260	44	359
0	92	137	1463
0	357	44	123
0	83	50	147
0	1530	174	218
1	1133	234	267
0	647	834	1031
0	606	4	22
0	41	152	224
0	1944	69	371
0	1169	333	19
0	913	304	31
0	1117	13	732
0	1127	70	78
0	1848	15	215
0	597	4	177
0	731	44	573
2	74	381	250
0	1065	4	171
0	1632	279	67
0	1357	21	171
2	84	1385	323
2	570	285	2588
2	1089	465	814
0	481	44	270
2	34	133	995
0	683	1	442
0	83	13	1267
0	675	32	215
0	194	4	1023
2	110	661	64
0	2251	13	112
0	1381	13	243
2	70	1273	558
0	780	44	112
0	903	243	244
2	752	201	1442
0	427	246	611
2	277	47	415
2	442	402	1283
1	265	192	1892
0	2237	15	998
0	1489	1	2
2	457	1900	323
0	1284	518	76
4	322	1035	25
0	1648	279	280
1	327	1636	58
0	2025	512	84
1	711	2111	127
2	308	649	3241
0	1483	4	171
0	453	4	617
0	981	4	72
0	1732	166	123
0	98	4	2
0	828	1200	345
0	1951	171	195
2	178	369	1535
0	105	371	262
2	243	240	1928
0	390	86	2
4	364	1402	1551
0	2047	4	215
0	530	44	132
0	43	13	163
2	112	603	1177
5	663	592	1574
2	243	294	38
2	378	326	1022
0	758	4	104
0	674	174	185
0	795	44	270
0	261	152	594
0	632	89	45
0	743	44	123
0	1659	152	998
0	855	207	80
0	842	44	153
2	221	201	1815
0	480	44	197
2	207	599	1391
2	112	443	181
1	857	189	883
0	1675	171	113
0	1655	174	284
1	1121	1421	267
0	1849	4	27
0	1429	69	54
0	440	121	1144
0	337	44	152
0	1228	289	938
0	1655	4	366
0	2098	279	171
0	1289	304	74
0	1432	21	35
0	903	243	224
2	251	553	310
0	927	4	209
0	268	44	359
3	2371	477	1097
0	1376	834	889
0	1244	86	224
0	669	13	775
0	703	4	366
1	23	189	960
0	1731	13	44
2	166	431	1839
0	801	834	159
0	1593	379	1089
0	353	70	14
2	354	1219	373
2	112	225	264
0	994	13	15
2	493	294	1690
0	1678	207	474
0	1527	13	387
0	1920	44	277
0	1153	13	54
1	1898	212	25
0	2305	456	687
2	503	465	310
2	22	596	264
0	2075	13	359
1	496	627	231
2	376	948	987
2	257	431	1540
0	769	1	658
0	552	13	44
6	236	2609	1198
1	265	275	227
0	96	379	91
0	871	13	498
2	387	541	323
1	274	100	267
0	1414	4	45
1	1552	2311	25
0	1350	44	221
0	1103	44	529
5	327	592	1227
0	1324	21	442
0	1134	197	197
0	516	44	573
1	616	189	883
0	766	44	171
1	549	275	127
0	397	4	224
0	176	456	707
0	986	4	204
0	632	13	36
0	804	15	185
0	71	70	2
2	112	965	762
2	881	37	342
0	779	89	14
2	518	287	38
0	842	1	382
2	821	297	3005
0	1917	289	123
0	1134	44	84
4	327	1556	25
0	1515	66	1031
0	1554	44	775
1	265	1668	418
0	2022	518	95
0	1106	13	22
1	367	524	418
0	1250	4	29
0	1309	44	429
2	15	494	282
0	798	44	498
0	194	15	91
0	1968	243	244
0	1211	13	163
0	691	27	889
6	941	1534	943
0	630	456	304
2	95	249	134
0	705	207	277
0	619	354	371
0	103	4	180
2	50	285	980
0	131	4	185
2	308	1219	310
0	386	152	153
0	1060	44	141
0	461	149	171
2	166	1354	1517
0	1327	834	889
2	215	443	2627
2	457	494	2816
0	1577	13	185
0	1054	243	262
2	1375	253	252
0	88	44	529
2	15	37	259
0	395	44	742
0	925	207	7
0	1659	152	667
2	279	1361	323
0	838	289	113
0	1468	4	1180
0	395	289	86
0	1040	50	35
2	611	599	2012
0	1162	44	106
0	1754	4	78
0	105	121	1066
0	302	70	31
0	675	70	209
2	74	494	38
0	1619	13	15
8	1399	2411	977
0	1640	13	204
2	54	114	1514
0	925	70	417
0	52	387	19
0	993	13	36
1	327	1555	754
0	824	289	147
0	346	4	91
0	2013	50	951
0	666	15	821
2	62	443	1036
0	1431	27	1066
0	196	4	296
0	1238	44	132
0	1705	243	178
0	28	86	106
0	1289	44	44
0	937	112	334
0	458	243	215
0	519	13	354
2	22	443	467
0	801	279	244
2	72	294	1755
0	1446	166	2
0	271	4	224
0	1488	50	163
0	1045	13	31
2	498	599	761
0	1083	200	570
0	659	21	22
2	31	443	1205
0	1128	4	1077
0	49	13	1267
0	1043	44	594
0	1468	1	442
0	441	50	304
0	1125	50	687
0	1028	177	1418
0	673	4	474
2	175	494	1461
0	540	44	36
0	905	13	739
0	1322	13	45
0	931	44	141
2	62	285	327
0	1086	44	141
0	2008	518	280
0	1162	13	171
0	1131	121	29
2	35	253	1087
2	4	495	2456
0	642	44	31
0	1414	44	359
0	101	13	1
2	387	494	3280
2	4	263	252
7	1571	316	182
2	1003	1021	1868
0	245	86	747
0	1567	44	22
0	952	512	1794
2	4	501	248
0	572	31	1792
0	986	152	468
0	2237	84	1055
3	57	127	3479
2	215	37	1004
1	555	165	25
0	842	86	244
0	411	69	54
0	1833	166	457
0	283	50	44
0	186	149	474
4	717	275	25
0	805	13	154
2	15	501	1514
0	828	4	91
2	474	240	2365
2	174	1164	327
0	39	1	45
2	51	852	636
0	168	617	529
0	909	166	149
2	84	63	921
2	204	431	134
0	349	44	742
2	915	431	134
2	1	114	38
0	899	13	775
0	328	44	594
0	1501	13	304
0	1942	50	86
0	1007	13	1476
0	854	13	154
1	917	822	734
0	769	15	152
0	1166	207	80
1	327	2492	213
2	76	1771	793
2	149	840	514
1	984	100	25
0	79	4	152
0	1527	4	19
0	273	333	280
0	930	35	171
1	181	2254	1892
0	313	371	152
1	921	312	267
6	1268	1443	1270
1	591	189	340
2	387	63	1662
0	981	166	67
0	1071	177	856
1	762	524	418
2	224	495	2465
2	775	526	134
0	1254	13	42
0	865	243	80
0	1159	13	359
1	1398	189	267
0	986	387	499
2	243	1377	323
2	257	249	134
0	1506	152	216
0	1082	512	752
0	355	121	166
0	1061	44	594
0	375	4	658
0	944	13	204
0	1376	13	387
0	1008	86	154
2	138	201	1338
2	66	431	2896
0	375	13	371
2	4	341	259
2	34	63	3015
6	236	778	1287
5	327	2467	1790
0	736	4	468
0	647	379	67
0	1572	4	280
0	1346	243	262
2	112	294	373
2	144	577	983
1	717	918	719
0	782	15	122
2	112	294	323
2	387	1594	2188
0	145	174	277
0	126	207	284
2	50	1113	1022
0	77	27	72
0	925	15	14
0	222	44	152
6	941	1497	1287
6	941	440	238
0	105	44	31
0	194	86	195
0	942	4	171
0	772	70	78
0	1626	1297	1003
0	30	244	80
0	83	15	513
2	4	577	690
1	99	24	127
2	35	37	2119
0	794	166	22
0	629	70	78
0	1494	152	468
0	1773	13	29
0	1422	44	123
2	144	350	282
0	1675	221	76
2	1089	431	1359
1	99	212	684
0	426	207	29
0	1840	44	112
0	1807	512	1360
1	607	234	971
0	1693	166	72
0	242	387	95
0	1047	246	611
2	2	290	650
2	379	1783	1513
0	395	456	137
2	4	290	2326
2	2	443	478
2	420	730	233
2	35	840	274
2	488	660	327
0	55	13	280
0	374	44	207
2	257	309	327
2	74	1204	322
0	533	4	171
0	1483	13	50
0	1548	279	35
0	1575	44	5
